longitude,latitude,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,avg_rooms_per_hh,avg_bedrooms_per_hh,housing_median_age_cat,median_house_value
-122.2,37.81,2964.0,436.0,1067.0,426.0,6.7851,near bay,6.957746478873239,1.0234741784037558,new,323500.0
-122.21,37.8,2833.0,605.0,1260.0,552.0,2.8929,near bay,5.132246376811594,1.0960144927536233,old,216700.0
-122.21,37.8,2254.0,535.0,951.0,487.0,3.0812,near bay,4.628336755646817,1.0985626283367556,new,233100.0
-122.22,37.81,1971.0,335.0,765.0,308.0,6.5217,near bay,6.39935064935065,1.0876623376623376,old,273700.0
-122.22,37.8,2183.0,465.0,1129.0,460.0,3.2632,near bay,4.745652173913044,1.0108695652173914,old,227700.0
-122.22,37.8,2286.0,464.0,1073.0,441.0,3.0298,near bay,5.183673469387755,1.0521541950113378,old,199600.0
-122.22,37.8,2721.0,541.0,1185.0,515.0,4.5428,near bay,5.283495145631068,1.050485436893204,old,239800.0
-122.22,37.81,2944.0,536.0,1034.0,521.0,5.3509,near bay,5.65067178502879,1.0287907869481765,old,302100.0
-122.23,37.8,2033.0,486.0,787.0,459.0,3.1603,near bay,4.429193899782135,1.0588235294117647,old,269500.0
-122.23,37.81,1433.0,229.0,612.0,213.0,4.7708,near bay,6.727699530516432,1.0751173708920188,old,314700.0
-122.22,37.81,2927.0,402.0,1021.0,380.0,8.1564,near bay,7.7026315789473685,1.0578947368421052,old,390100.0
-122.23,37.81,2315.0,292.0,861.0,258.0,8.8793,near bay,8.972868217054264,1.1317829457364341,old,410300.0
-122.23,37.81,2814.0,365.0,878.0,352.0,7.507999999999999,near bay,7.994318181818182,1.0369318181818181,old,348700.0
-122.24,37.81,2093.0,550.0,918.0,483.0,2.7477,near bay,4.333333333333333,1.1387163561076605,old,243800.0
-122.25,37.8,2087.0,510.0,1197.0,488.0,3.0149,near bay,4.276639344262295,1.0450819672131149,old,218400.0
-122.25,37.81,3232.0,835.0,1373.0,747.0,3.225,near bay,4.326639892904953,1.1178045515394912,new,218800.0
-122.25,37.8,4120.0,1065.0,1715.0,1015.0,2.9345,near bay,4.059113300492611,1.0492610837438423,new,225000.0
-122.25,37.8,2364.0,792.0,1359.0,722.0,2.1429,near bay,3.2742382271468142,1.0969529085872576,new,250000.0
-122.25,37.8,1471.0,469.0,1062.0,413.0,1.6121,near bay,3.5617433414043584,1.1355932203389831,new,171400.0
-122.25,37.8,2468.0,864.0,1335.0,773.0,1.3929,near bay,3.1927554980595083,1.1177231565329884,new,193800.0
-122.24,37.79,1632.0,492.0,1171.0,429.0,2.3173,near bay,3.804195804195804,1.1468531468531469,new,125000.0
-122.25,37.79,1786.0,526.0,1475.0,460.0,1.7772,near bay,3.882608695652174,1.1434782608695653,new,97500.0
-122.25,37.79,1339.0,391.0,1086.0,363.0,2.181,near bay,3.6887052341597797,1.0771349862258952,old,138800.0
-122.25,37.8,1678.0,606.0,1645.0,543.0,2.2303,near bay,3.0902394106813995,1.1160220994475138,new,116700.0
-122.25,37.8,2344.0,647.0,1710.0,644.0,1.6504,near bay,3.639751552795031,1.0046583850931676,new,151800.0
-122.24,37.8,996.0,228.0,731.0,228.0,2.2697,near bay,4.368421052631579,1.0,old,127000.0
-122.24,37.8,1591.0,373.0,1118.0,347.0,2.1563,near bay,4.585014409221902,1.07492795389049,old,128600.0
-122.24,37.8,1586.0,398.0,1006.0,335.0,2.1348,near bay,4.7343283582089555,1.1880597014925374,old,140600.0
-122.24,37.8,2046.0,588.0,1213.0,554.0,2.6292,near bay,3.693140794223827,1.0613718411552346,new,182700.0
-122.23,37.8,1192.0,289.0,772.0,257.0,2.3833,near bay,4.638132295719845,1.1245136186770428,old,146900.0
-122.24,37.8,1803.0,420.0,1321.0,401.0,2.957,near bay,4.496259351620948,1.0473815461346634,old,122800.0
-122.24,37.8,2838.0,749.0,1487.0,677.0,2.5238,near bay,4.192023633677991,1.106351550960118,new,169300.0
-122.23,37.8,1590.0,414.0,949.0,392.0,1.9028,near bay,4.0561224489795915,1.0561224489795917,old,127900.0
-122.23,37.8,1746.0,480.0,1149.0,415.0,2.25,near bay,4.20722891566265,1.1566265060240963,old,123500.0
-122.23,37.8,1252.0,299.0,844.0,280.0,2.3929,near bay,4.4714285714285715,1.0678571428571428,old,111900.0
-122.23,37.79,5963.0,1344.0,4367.0,1231.0,2.1917,near bay,4.844029244516653,1.091795288383428,new,112800.0
-122.23,37.79,999.0,264.0,1011.0,263.0,1.8854,near bay,3.7984790874524714,1.0038022813688212,new,137500.0
-122.24,37.79,1469.0,431.0,1464.0,389.0,2.1638,near bay,3.776349614395887,1.1079691516709511,new,105500.0
-122.24,37.79,1372.0,395.0,1237.0,303.0,2.125,near bay,4.528052805280528,1.3036303630363035,new,95500.0
-122.24,37.79,674.0,180.0,647.0,168.0,3.375,near bay,4.011904761904762,1.0714285714285714,old,116100.0
-122.24,37.79,1626.0,376.0,1284.0,357.0,2.2542,near bay,4.554621848739496,1.0532212885154062,new,112200.0
-122.25,37.79,461.0,129.0,381.0,123.0,1.6,near bay,3.747967479674797,1.048780487804878,new,112500.0
-122.25,37.79,902.0,237.0,846.0,227.0,3.625,near bay,3.973568281938326,1.0440528634361232,old,125000.0
-122.26,37.8,2373.0,779.0,1659.0,676.0,1.6929,near bay,3.510355029585799,1.1523668639053255,new,115000.0
-122.22,37.77,1137.0,301.0,866.0,259.0,2.59,near bay,4.38996138996139,1.162162162162162,old,96400.0
-122.23,37.77,769.0,206.0,612.0,183.0,2.57,near bay,4.202185792349726,1.1256830601092895,old,72000.0
-122.23,37.78,472.0,146.0,415.0,126.0,2.6429,near bay,3.746031746031746,1.1587301587301588,old,71300.0
-122.23,37.78,862.0,215.0,994.0,213.0,3.0257,near bay,4.046948356807512,1.0093896713615023,old,80800.0
-122.22,37.78,1920.0,530.0,1525.0,477.0,1.4886,near bay,4.0251572327044025,1.1111111111111112,old,128800.0
-122.23,37.78,1420.0,472.0,1506.0,438.0,1.9338,near bay,3.2420091324200913,1.0776255707762556,new,112500.0
-122.23,37.78,986.0,258.0,1008.0,255.0,1.4844,near bay,3.8666666666666667,1.011764705882353,old,119400.0
-122.23,37.78,2340.0,825.0,2813.0,751.0,1.6009,near bay,3.1158455392809588,1.0985352862849533,new,118100.0
-122.23,37.79,1696.0,396.0,1481.0,343.0,2.0375,near bay,4.944606413994169,1.154518950437318,new,122500.0
-122.22,37.79,2343.0,574.0,1608.0,523.0,2.1494,near bay,4.479923518164436,1.0975143403441683,new,132500.0
-122.23,37.79,610.0,145.0,425.0,140.0,1.6198,near bay,4.357142857142857,1.0357142857142858,new,122700.0
-122.23,37.79,930.0,199.0,564.0,184.0,1.3281,near bay,5.054347826086956,1.0815217391304348,new,113300.0
-122.22,37.79,1487.0,314.0,961.0,272.0,3.5156,near bay,5.466911764705882,1.1544117647058822,new,109500.0
-122.22,37.79,3424.0,690.0,2273.0,685.0,3.9048,near bay,4.998540145985402,1.0072992700729928,old,164700.0
-122.22,37.79,2366.0,575.0,1647.0,527.0,2.6042,near bay,4.489563567362429,1.0910815939278937,new,124700.0
-122.22,37.79,1826.0,450.0,1201.0,424.0,2.5,near bay,4.306603773584905,1.0613207547169812,new,136700.0
-122.22,37.79,3049.0,711.0,2167.0,659.0,2.7969,near bay,4.626707132018209,1.078907435508346,new,141700.0
-122.2,37.79,1640.0,376.0,939.0,340.0,2.8321,near bay,4.823529411764706,1.1058823529411765,new,150000.0
-122.21,37.79,1543.0,307.0,859.0,292.0,2.9583,near bay,5.284246575342466,1.0513698630136987,new,138800.0
-122.21,37.79,2364.0,557.0,1517.0,516.0,2.8365,near bay,4.5813953488372094,1.0794573643410852,new,139200.0
-122.21,37.79,1745.0,409.0,1143.0,386.0,2.875,near bay,4.520725388601036,1.0595854922279793,new,143800.0
-122.21,37.8,2003.0,500.0,1109.0,464.0,3.0682,near bay,4.316810344827586,1.0775862068965518,new,156500.0
-122.21,37.8,2018.0,447.0,1221.0,446.0,3.0757,near bay,4.524663677130045,1.0022421524663676,new,151000.0
-122.2,37.8,3045.0,499.0,1115.0,455.0,4.9559,near bay,6.6923076923076925,1.0967032967032968,new,273000.0
-122.2,37.8,1547.0,293.0,706.0,268.0,4.7721,near bay,5.772388059701493,1.0932835820895523,old,217100.0
-122.21,37.8,3519.0,711.0,1883.0,706.0,3.4861,near bay,4.984419263456091,1.0070821529745042,old,187100.0
-122.2,37.8,2070.0,354.0,804.0,340.0,5.1184,near bay,6.088235294117647,1.0411764705882354,new,239600.0
-122.21,37.8,1321.0,263.0,506.0,252.0,4.0977,near bay,5.242063492063492,1.0436507936507937,new,229700.0
-122.19,37.8,1694.0,259.0,610.0,238.0,4.744,near bay,7.117647058823529,1.088235294117647,new,257300.0
-122.19,37.8,1938.0,341.0,768.0,332.0,4.2727,near bay,5.837349397590361,1.0271084337349397,new,246900.0
-122.19,37.79,968.0,195.0,462.0,184.0,2.9844,near bay,5.260869565217392,1.059782608695652,old,179900.0
-122.2,37.79,1060.0,256.0,667.0,235.0,4.1739,near bay,4.51063829787234,1.0893617021276596,new,169600.0
-122.2,37.8,2041.0,405.0,1059.0,399.0,3.8487,near bay,5.1152882205513786,1.0150375939849625,new,203300.0
-122.19,37.79,3144.0,761.0,1737.0,669.0,2.9297,near bay,4.699551569506727,1.1375186846038865,new,140500.0
-122.2,37.79,1802.0,459.0,1009.0,390.0,2.3036,near bay,4.62051282051282,1.176923076923077,new,126000.0
-122.21,37.79,2115.0,533.0,1530.0,474.0,2.4167,near bay,4.462025316455696,1.1244725738396624,new,139400.0
-122.2,37.79,2021.0,528.0,1410.0,480.0,2.7788,near bay,4.210416666666666,1.1,new,115400.0
-122.21,37.78,1477.0,300.0,1065.0,269.0,1.8472,near bay,5.4907063197026025,1.1152416356877324,old,137000.0
-122.22,37.78,2968.0,710.0,2269.0,610.0,2.3906,near bay,4.865573770491803,1.1639344262295082,new,111700.0
-122.21,37.78,1702.0,460.0,1227.0,407.0,1.7188,near bay,4.181818181818182,1.1302211302211302,new,126800.0
-122.21,37.78,881.0,248.0,753.0,241.0,2.625,near bay,3.6556016597510372,1.0290456431535269,new,111300.0
-122.22,37.78,1776.0,473.0,1807.0,440.0,1.7276,near bay,4.036363636363636,1.075,old,102300.0
-122.22,37.78,1678.0,514.0,1700.0,495.0,2.0801,near bay,3.38989898989899,1.0383838383838384,new,131900.0
-122.22,37.78,1637.0,463.0,1543.0,393.0,2.489,near bay,4.1653944020356235,1.178117048346056,old,119100.0
-122.21,37.76,1420.0,314.0,1085.0,300.0,1.7546,near bay,4.733333333333333,1.0466666666666666,old,80600.0
-122.21,37.77,591.0,173.0,353.0,137.0,4.0904,near bay,4.313868613138686,1.2627737226277371,old,80600.0
-122.21,37.77,745.0,153.0,473.0,149.0,2.6765,near bay,5.0,1.0268456375838926,old,88800.0
-122.2,37.77,2272.0,498.0,1621.0,483.0,2.4338,near bay,4.703933747412008,1.031055900621118,new,102400.0
-122.21,37.77,1234.0,375.0,1183.0,354.0,2.3309,near bay,3.4858757062146895,1.0593220338983051,new,98700.0
-122.21,37.77,1017.0,328.0,836.0,277.0,2.2604,near bay,3.6714801444043323,1.184115523465704,new,100000.0
-122.2,37.77,2689.0,597.0,1888.0,537.0,2.2562,near bay,5.007448789571694,1.111731843575419,new,94800.0
-122.2,37.77,1547.0,415.0,1024.0,341.0,2.0562,near bay,4.536656891495602,1.217008797653959,new,102000.0
-122.2,37.78,2300.0,443.0,1225.0,423.0,3.5398,near bay,5.4373522458628845,1.0472813238770686,old,158400.0
-122.2,37.78,1752.0,399.0,1071.0,376.0,3.1167,near bay,4.659574468085107,1.0611702127659575,new,121600.0
-122.2,37.78,1867.0,403.0,1128.0,378.0,2.5401,near bay,4.939153439153439,1.066137566137566,old,129100.0
-122.2,37.77,2430.0,502.0,1537.0,484.0,2.898,near bay,5.020661157024794,1.037190082644628,new,121400.0
-122.21,37.78,1729.0,414.0,1240.0,393.0,2.3125,near bay,4.399491094147582,1.0534351145038168,new,102800.0
-122.19,37.78,1026.0,180.0,469.0,168.0,2.875,near bay,6.107142857142857,1.0714285714285714,old,160000.0
-122.19,37.77,2170.0,428.0,1086.0,425.0,3.3715,near bay,5.105882352941176,1.0070588235294118,old,143900.0
-122.19,37.77,2329.0,445.0,1144.0,417.0,3.5114,near bay,5.585131894484412,1.0671462829736211,old,151200.0
-122.19,37.78,2492.0,415.0,1109.0,375.0,4.3125,near bay,6.645333333333333,1.1066666666666667,old,164400.0
-122.19,37.78,2198.0,397.0,984.0,369.0,3.22,near bay,5.956639566395664,1.075880758807588,old,156500.0
-122.19,37.78,1070.0,193.0,555.0,190.0,3.7262,near bay,5.631578947368421,1.0157894736842106,old,166900.0
-122.2,37.78,1766.0,332.0,869.0,327.0,4.5893,near bay,5.400611620795107,1.0152905198776758,new,163500.0
-122.18,37.79,1411.0,233.0,626.0,214.0,7.0875,near bay,6.593457943925234,1.088785046728972,new,240700.0
-122.18,37.79,2109.0,387.0,922.0,329.0,3.9712,near bay,6.410334346504559,1.1762917933130699,new,208100.0
-122.19,37.79,954.0,217.0,546.0,201.0,2.6667,near bay,4.746268656716418,1.0796019900497513,old,172800.0
-122.18,37.8,1355.0,195.0,442.0,195.0,6.2838,near bay,6.948717948717949,1.0,new,318200.0
-122.18,37.8,2317.0,336.0,955.0,328.0,6.7527,near bay,7.064024390243903,1.024390243902439,new,285800.0
